0,-48.800766,5.580000,5.580000,-48.800766,-48.800766,0.500000,
0,-45.215038,5.580000,15.000001,-45.215038,-46.262943,0.500000,
0,-44.298859,5.580000,15.000001,-44.298859,-44.345654,0.500000,
0,-43.729008,5.580000,15.000001,-43.729008,-43.738689,0.500000,
0,-42.579681,5.580000,15.000001,-42.579681,-43.184361,0.500000,
0,-42.025295,5.580000,15.000001,-42.025295,-42.091831,0.500000,
0,-41.511597,5.580000,15.000001,-41.511597,-41.603100,0.500000,
0,-41.096329,5.580000,15.000001,-41.096329,-41.250324,0.500000,
0,-40.284248,5.580000,15.000001,-40.284248,-40.564777,0.500000,
0,-39.921806,5.580000,15.000001,-39.921806,-40.113232,0.500000,
0,-39.921806,5.580000,15.000001,-39.921806,-40.057220,0.500000,
0,-38.947601,5.580000,15.000001,-38.947601,-39.708309,0.500000,
0,-38.947601,5.580000,15.000001,-38.947601,-39.031250,0.500000,
0,-38.474113,5.580000,15.000001,-38.474113,-38.597221,0.500000,
0,-37.600815,5.580000,15.000001,-37.600815,-37.983761,0.500000,
0,-37.219707,5.580000,15.000001,-37.219707,-37.577766,0.500000,
0,-37.219707,5.580000,15.000001,-37.219707,-37.283974,0.500000,
0,-36.652035,5.580000,15.000001,-36.652035,-37.219707,0.500000,
0,-36.355740,5.580000,15.000001,-36.355740,-36.652035,0.500000,
0,-35.689484,5.580000,15.000001,-35.689484,-36.162415,0.500000,
0,-35.369797,5.580000,15.000001,-35.369797,-35.390358,0.500000,
0,-34.672558,5.580000,15.000001,-34.672558,-35.239777,0.500000,
0,-34.659752,5.580000,15.000001,-34.659752,-34.672558,0.500000,
0,-34.615829,5.580000,15.000001,-34.615829,-34.659752,0.500000,
0,-34.615829,5.580000,15.000001,-34.615829,-34.659752,0.500000,
0,-34.523636,5.580000,15.000001,-34.523636,-34.615829,0.500000,
0,-34.338539,5.580000,15.000001,-34.338539,-34.523636,0.500000,
0,-34.338539,5.580000,15.000001,-34.338539,-34.523636,0.500000,
0,-34.338539,5.580000,15.000001,-34.338539,-34.349068,0.500000,
0,-33.393990,5.580000,15.000001,-33.393990,-34.202271,0.500000,
0,-33.129078,5.580000,15.000001,-33.129078,-33.242470,0.500000,
0,-32.880264,5.580000,15.000001,-32.880264,-33.129078,0.500000,
0,-32.833321,5.580000,15.000001,-32.833321,-32.880264,0.500000,
0,-31.776104,5.580000,15.000001,-31.776104,-32.650707,0.500000,
